month,service_center_id,service_type,job_category,model_id,variant_id,total_orders,completed_orders,breached_orders,sla_target_hours,avg_resolution_hours,p90_resolution_hours,backlog_open_orders,parts_wait_orders,repeat_repair_orders,cancelled_orders
2025-12-01,SVC040,Warranty Repair,Electrical,,,1,1,0,72.00,58.02,96.02,0,0,0,0
2025-12-01,SVC040,Warranty Repair,Maintenance,,,3,2,0,48.00,36.05,64.07,1,0,0,0
2025-12-01,SVC040,Warranty Repair,Mechanical,,,5,4,0,48.00,36.08,64.12,1,0,0,0
2025-12-01,SVC041,Accident Repair,Body Repair,,,17,12,2,96.00,80.26,122.39,2,1,0,3
2025-12-01,SVC041,Inspection,Body Repair,,,2,1,0,96.00,80.03,122.05,1,0,0,0
2025-12-01,SVC041,Inspection,Campaign,,,4,3,0,48.00,36.06,64.09,0,0,0,1
2025-12-01,SVC041,Inspection,Diagnostics,,,2,1,0,48.00,36.03,64.05,0,0,0,1
2025-12-01,SVC041,Inspection,Electrical,,,2,1,0,72.00,58.03,96.05,0,0,0,1
2025-12-01,SVC041,Inspection,Maintenance,,,5,2,1,48.00,36.08,64.11,2,0,1,1
2025-12-01,SVC041,Inspection,Mechanical,,,4,2,0,48.00,36.06,64.09,0,0,0,2
2025-12-01,SVC041,Periodic Service,Body Repair,,,1,0,0,96.00,80.02,122.02,0,0,1,1
2025-12-01,SVC041,Periodic Service,Campaign,,,2,2,0,48.00,36.03,64.05,0,0,0,0
2025-12-01,SVC041,Periodic Service,Diagnostics,,,1,1,0,48.00,36.02,64.02,0,0,0,0
2025-12-01,SVC041,Periodic Service,Electrical,,,2,1,0,72.00,58.03,96.05,0,0,0,1
2025-12-01,SVC041,Periodic Service,Maintenance,,,3,2,0,48.00,36.05,64.07,0,0,0,1
2025-12-01,SVC041,Periodic Service,Mechanical,,,3,2,0,48.00,36.05,64.07,0,0,1,1
2025-12-01,SVC041,Recall Campaign,Campaign,,,10,8,0,48.00,36.15,64.23,2,1,0,0
2025-12-01,SVC041,Running Repair,Campaign,,,4,3,0,48.00,36.06,64.09,1,0,0,0
2025-12-01,SVC041,Running Repair,Diagnostics,,,4,3,0,48.00,36.06,64.09,0,0,0,1
2025-12-01,SVC041,Running Repair,Electrical,,,4,0,1,72.00,58.06,96.09,2,0,1,2
2025-12-01,SVC041,Running Repair,Mechanical,,,5,4,1,48.00,36.08,64.11,0,0,1,1
2025-12-01,SVC041,Warranty Repair,Body Repair,,,2,0,0,96.00,80.03,122.05,1,0,0,1
2025-12-01,SVC041,Warranty Repair,Diagnostics,,,4,2,0,48.00,36.06,64.09,0,0,0,2
2025-12-01,SVC041,Warranty Repair,Electrical,,,2,2,0,72.00,58.03,96.05,0,0,0,0
2025-12-01,SVC041,Warranty Repair,Maintenance,,,2,0,0,48.00,36.03,64.05,1,0,0,1
2025-12-01,SVC041,Warranty Repair,Mechanical,,,5,5,1,48.00,36.08,64.11,0,0,1,0
2025-12-01,SVC042,Accident Repair,Body Repair,,,14,10,2,96.00,80.21,122.31,2,1,1,2
2025-12-01,SVC042,Inspection,Body Repair,,,3,2,0,96.00,80.04,122.07,1,0,0,0
2025-12-01,SVC042,Inspection,Campaign,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-12-01,SVC042,Inspection,Diagnostics,,,4,3,0,48.00,36.06,64.09,0,0,0,1
2025-12-01,SVC042,Inspection,Electrical,,,2,2,0,72.00,58.03,96.04,0,0,0,0
2025-12-01,SVC042,Inspection,Maintenance,,,3,2,0,48.00,36.04,64.07,1,0,0,0
2025-12-01,SVC042,Inspection,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC042,Periodic Service,Body Repair,,,3,2,0,96.00,80.04,122.07,1,0,0,0
2025-12-01,SVC042,Periodic Service,Campaign,,,3,0,0,48.00,36.04,64.07,2,0,0,1
2025-12-01,SVC042,Periodic Service,Diagnostics,,,7,5,1,48.00,36.10,64.16,1,0,1,1
2025-12-01,SVC042,Periodic Service,Electrical,,,6,5,0,72.00,58.09,96.13,1,1,0,0
2025-12-01,SVC042,Periodic Service,Maintenance,,,5,4,0,48.00,36.07,64.11,0,0,0,1
2025-12-01,SVC042,Periodic Service,Mechanical,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-12-01,SVC042,Recall Campaign,Campaign,,,18,13,1,48.00,36.27,64.40,2,1,0,3
2025-12-01,SVC042,Running Repair,Body Repair,,,6,3,1,96.00,80.09,122.13,2,0,0,1
2025-12-01,SVC042,Running Repair,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC042,Running Repair,Diagnostics,,,4,2,0,48.00,36.06,64.09,0,0,0,2
2025-12-01,SVC042,Running Repair,Electrical,,,1,1,0,72.00,58.01,96.02,0,0,0,0
2025-12-01,SVC042,Running Repair,Maintenance,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2025-12-01,SVC042,Running Repair,Mechanical,,,5,2,0,48.00,36.07,64.11,1,0,0,2
2025-12-01,SVC042,Warranty Repair,Body Repair,,,2,0,0,96.00,80.03,122.04,1,0,0,1
2025-12-01,SVC042,Warranty Repair,Diagnostics,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-12-01,SVC042,Warranty Repair,Electrical,,,4,3,0,72.00,58.06,96.09,1,0,0,0
2025-12-01,SVC042,Warranty Repair,Mechanical,,,1,0,0,48.00,36.01,64.02,1,0,1,0
2025-12-01,SVC043,Accident Repair,Body Repair,,,17,12,2,96.00,80.25,122.37,5,1,1,0
2025-12-01,SVC043,Inspection,Body Repair,,,4,3,0,96.00,80.06,122.09,0,0,0,1
2025-12-01,SVC043,Inspection,Campaign,,,4,0,0,48.00,36.06,64.09,2,0,0,2
2025-12-01,SVC043,Inspection,Diagnostics,,,2,2,0,48.00,36.03,64.04,0,0,1,0
2025-12-01,SVC043,Inspection,Electrical,,,3,2,1,72.00,58.04,96.07,0,0,2,1
2025-12-01,SVC043,Inspection,Maintenance,,,5,1,0,48.00,36.07,64.11,2,0,0,2
2025-12-01,SVC043,Periodic Service,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-12-01,SVC043,Periodic Service,Campaign,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-12-01,SVC043,Periodic Service,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC043,Periodic Service,Electrical,,,5,3,1,72.00,58.07,96.11,1,1,1,1
2025-12-01,SVC043,Periodic Service,Maintenance,,,4,4,0,48.00,36.06,64.09,0,0,0,0
2025-12-01,SVC043,Periodic Service,Mechanical,,,5,2,0,48.00,36.07,64.11,1,0,0,2
2025-12-01,SVC043,Recall Campaign,Campaign,,,14,8,1,48.00,36.20,64.30,4,1,2,2
2025-12-01,SVC043,Running Repair,Body Repair,,,2,0,0,96.00,80.03,122.04,0,0,0,2
2025-12-01,SVC043,Running Repair,Campaign,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-12-01,SVC043,Running Repair,Diagnostics,,,4,3,1,48.00,36.06,64.09,0,0,1,1
2025-12-01,SVC043,Running Repair,Electrical,,,2,1,0,72.00,58.03,96.04,0,0,0,1
2025-12-01,SVC043,Running Repair,Maintenance,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2025-12-01,SVC043,Running Repair,Mechanical,,,3,2,0,48.00,36.04,64.07,1,0,0,0
2025-12-01,SVC043,Warranty Repair,Body Repair,,,3,1,0,96.00,80.04,122.07,2,0,0,0
2025-12-01,SVC043,Warranty Repair,Campaign,,,3,2,0,48.00,36.04,64.07,0,0,0,1
2025-12-01,SVC043,Warranty Repair,Diagnostics,,,7,6,1,48.00,36.10,64.15,1,0,0,0
2025-12-01,SVC043,Warranty Repair,Electrical,,,5,4,1,72.00,58.07,96.11,1,1,0,0
2025-12-01,SVC043,Warranty Repair,Maintenance,,,3,2,0,48.00,36.04,64.07,1,0,0,0
2025-12-01,SVC043,Warranty Repair,Mechanical,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2025-12-01,SVC044,Accident Repair,Body Repair,,,17,11,3,96.00,80.24,122.36,2,1,3,4
2025-12-01,SVC044,Inspection,Body Repair,,,2,1,0,96.00,80.03,122.04,1,0,0,0
2025-12-01,SVC044,Inspection,Campaign,,,3,3,0,48.00,36.04,64.06,0,0,0,0
2025-12-01,SVC044,Inspection,Electrical,,,3,2,0,72.00,58.04,96.06,1,0,0,0
2025-12-01,SVC044,Inspection,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC044,Periodic Service,Body Repair,,,7,4,0,96.00,80.10,122.15,2,0,0,1
2025-12-01,SVC044,Periodic Service,Campaign,,,3,2,0,48.00,36.04,64.06,0,0,0,1
2025-12-01,SVC044,Periodic Service,Diagnostics,,,2,1,1,48.00,36.03,64.04,0,0,2,1
2025-12-01,SVC044,Periodic Service,Electrical,,,2,1,0,72.00,58.03,96.04,1,0,0,0
2025-12-01,SVC044,Periodic Service,Maintenance,,,3,1,0,48.00,36.04,64.06,0,0,0,2
2025-12-01,SVC044,Periodic Service,Mechanical,,,2,1,0,48.00,36.03,64.04,1,0,1,0
2025-12-01,SVC044,Recall Campaign,Campaign,,,12,8,1,48.00,36.17,64.26,2,1,0,2
2025-12-01,SVC044,Running Repair,Body Repair,,,2,2,0,96.00,80.03,122.04,0,0,0,0
2025-12-01,SVC044,Running Repair,Campaign,,,2,0,0,48.00,36.03,64.04,0,0,0,2
2025-12-01,SVC044,Running Repair,Diagnostics,,,3,2,0,48.00,36.04,64.06,1,0,0,0
2025-12-01,SVC044,Running Repair,Electrical,,,4,4,0,72.00,58.06,96.09,0,0,0,0
2025-12-01,SVC044,Running Repair,Maintenance,,,4,2,0,48.00,36.06,64.09,1,0,0,1
2025-12-01,SVC044,Running Repair,Mechanical,,,3,0,0,48.00,36.04,64.06,2,0,0,1
2025-12-01,SVC044,Warranty Repair,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-12-01,SVC044,Warranty Repair,Diagnostics,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-12-01,SVC044,Warranty Repair,Electrical,,,2,2,0,72.00,58.03,96.04,0,0,0,0
2025-12-01,SVC044,Warranty Repair,Maintenance,,,3,1,1,48.00,36.04,64.06,1,0,1,1
2025-12-01,SVC044,Warranty Repair,Mechanical,,,3,1,1,48.00,36.04,64.06,0,0,1,2
2025-12-01,SVC045,Accident Repair,Body Repair,,,12,6,1,96.00,80.17,122.25,1,1,1,5
2025-12-01,SVC045,Inspection,Body Repair,,,4,4,0,96.00,80.06,122.08,0,0,0,0
2025-12-01,SVC045,Inspection,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC045,Inspection,Diagnostics,,,3,3,0,48.00,36.04,64.06,0,0,0,0
2025-12-01,SVC045,Inspection,Electrical,,,2,1,0,72.00,58.03,96.04,1,0,0,0
2025-12-01,SVC045,Inspection,Maintenance,,,3,2,0,48.00,36.04,64.06,1,0,0,0
2025-12-01,SVC045,Inspection,Mechanical,,,4,3,0,48.00,36.06,64.08,0,0,0,1
2025-12-01,SVC045,Periodic Service,Body Repair,,,3,0,0,96.00,80.04,122.06,2,0,0,1
2025-12-01,SVC045,Periodic Service,Campaign,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2025-12-01,SVC045,Periodic Service,Diagnostics,,,4,3,0,48.00,36.06,64.08,0,0,0,1
2025-12-01,SVC045,Periodic Service,Electrical,,,1,0,0,72.00,58.01,96.02,0,0,0,1
2025-12-01,SVC045,Periodic Service,Maintenance,,,5,3,1,48.00,36.07,64.10,2,0,1,0
2025-12-01,SVC045,Periodic Service,Mechanical,,,3,2,0,48.00,36.04,64.06,0,0,0,1
2025-12-01,SVC045,Recall Campaign,Campaign,,,21,17,1,48.00,36.29,64.44,1,1,0,3
2025-12-01,SVC045,Running Repair,Body Repair,,,3,2,0,96.00,80.04,122.06,0,0,0,1
2025-12-01,SVC045,Running Repair,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC045,Running Repair,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC045,Running Repair,Electrical,,,3,3,0,72.00,58.04,96.06,0,0,0,0
2025-12-01,SVC045,Running Repair,Maintenance,,,5,2,1,48.00,36.07,64.10,2,0,1,1
2025-12-01,SVC045,Running Repair,Mechanical,,,4,4,1,48.00,36.06,64.08,0,0,1,0
2025-12-01,SVC045,Warranty Repair,Body Repair,,,3,0,0,96.00,80.04,122.06,3,0,0,0
2025-12-01,SVC045,Warranty Repair,Campaign,,,5,3,1,48.00,36.07,64.10,2,0,1,0
2025-12-01,SVC045,Warranty Repair,Diagnostics,,,3,2,1,48.00,36.04,64.06,0,0,1,1
2025-12-01,SVC045,Warranty Repair,Electrical,,,2,2,0,72.00,58.03,96.04,0,0,0,0
2025-12-01,SVC045,Warranty Repair,Maintenance,,,4,1,1,48.00,36.06,64.08,2,0,1,1
2025-12-01,SVC045,Warranty Repair,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC046,Accident Repair,Body Repair,,,44,33,5,96.00,80.36,122.54,8,3,1,3
2025-12-01,SVC046,Inspection,Body Repair,,,6,1,0,96.00,80.05,122.07,0,0,0,5
2025-12-01,SVC046,Inspection,Campaign,,,6,6,1,48.00,36.05,64.07,0,0,2,0
2025-12-01,SVC046,Inspection,Diagnostics,,,5,2,1,48.00,36.04,64.06,3,0,1,0
2025-12-01,SVC046,Inspection,Electrical,,,4,2,0,72.00,58.03,96.05,1,0,0,1
2025-12-01,SVC046,Inspection,Maintenance,,,3,2,0,48.00,36.02,64.04,1,0,0,0
2025-12-01,SVC046,Inspection,Mechanical,,,4,4,0,48.00,36.03,64.05,0,0,0,0
2025-12-01,SVC046,Periodic Service,Body Repair,,,8,6,1,96.00,80.07,122.10,0,0,1,2
2025-12-01,SVC046,Periodic Service,Campaign,,,4,4,0,48.00,36.03,64.05,0,0,0,0
2025-12-01,SVC046,Periodic Service,Diagnostics,,,5,3,1,48.00,36.04,64.06,2,0,1,0
2025-12-01,SVC046,Periodic Service,Electrical,,,8,5,1,72.00,58.07,96.10,0,1,0,3
2025-12-01,SVC046,Periodic Service,Maintenance,,,8,6,1,48.00,36.07,64.10,2,0,2,0
2025-12-01,SVC046,Periodic Service,Mechanical,,,7,3,1,48.00,36.06,64.09,1,0,1,3
2025-12-01,SVC046,Recall Campaign,Campaign,,,40,31,3,48.00,36.33,64.49,2,2,4,7
2025-12-01,SVC046,Running Repair,Body Repair,,,6,3,1,96.00,80.05,122.07,1,0,1,2
2025-12-01,SVC046,Running Repair,Campaign,,,5,2,0,48.00,36.04,64.06,2,0,0,1
2025-12-01,SVC046,Running Repair,Diagnostics,,,2,2,0,48.00,36.02,64.02,0,0,0,0
2025-12-01,SVC046,Running Repair,Electrical,,,7,7,1,72.00,58.06,96.09,0,1,0,0
2025-12-01,SVC046,Running Repair,Maintenance,,,7,4,1,48.00,36.06,64.09,0,0,0,3
2025-12-01,SVC046,Running Repair,Mechanical,,,4,2,0,48.00,36.03,64.05,1,0,0,1
2025-12-01,SVC046,Warranty Repair,Body Repair,,,6,3,1,96.00,80.05,122.07,3,0,1,0
2025-12-01,SVC046,Warranty Repair,Campaign,,,3,3,0,48.00,36.02,64.04,0,0,0,0
2025-12-01,SVC046,Warranty Repair,Diagnostics,,,5,5,0,48.00,36.04,64.06,0,0,0,0
2025-12-01,SVC046,Warranty Repair,Electrical,,,6,4,1,72.00,58.05,96.07,1,1,2,1
2025-12-01,SVC046,Warranty Repair,Maintenance,,,8,3,1,48.00,36.07,64.10,1,0,2,4
2025-12-01,SVC046,Warranty Repair,Mechanical,,,9,6,1,48.00,36.07,64.11,1,1,0,2
2025-12-01,SVC047,Accident Repair,Body Repair,,,37,23,5,96.00,80.29,122.44,10,2,3,4
2025-12-01,SVC047,Inspection,Body Repair,,,5,4,1,96.00,80.04,122.06,1,0,1,0
2025-12-01,SVC047,Inspection,Campaign,,,10,5,0,48.00,36.08,64.12,3,1,0,2
2025-12-01,SVC047,Inspection,Diagnostics,,,9,6,1,48.00,36.07,64.11,1,1,1,2
2025-12-01,SVC047,Inspection,Electrical,,,9,7,1,72.00,58.07,96.11,0,1,0,2
2025-12-01,SVC047,Inspection,Maintenance,,,7,3,1,48.00,36.05,64.08,2,0,1,2
2025-12-01,SVC047,Inspection,Mechanical,,,3,3,0,48.00,36.02,64.04,0,0,0,0
2025-12-01,SVC047,Periodic Service,Body Repair,,,11,6,1,96.00,80.09,122.13,3,1,1,2
2025-12-01,SVC047,Periodic Service,Campaign,,,6,5,0,48.00,36.05,64.07,0,0,0,1
2025-12-01,SVC047,Periodic Service,Diagnostics,,,5,3,0,48.00,36.04,64.06,1,0,0,1
2025-12-01,SVC047,Periodic Service,Electrical,,,6,5,0,72.00,58.05,96.07,1,1,0,0
2025-12-01,SVC047,Periodic Service,Maintenance,,,6,5,1,48.00,36.05,64.07,0,0,1,1
2025-12-01,SVC047,Periodic Service,Mechanical,,,4,3,0,48.00,36.03,64.05,1,0,0,0
2025-12-01,SVC047,Recall Campaign,Campaign,,,43,27,3,48.00,36.34,64.51,4,3,5,12
2025-12-01,SVC047,Running Repair,Body Repair,,,3,3,1,96.00,80.02,122.04,0,0,1,0
2025-12-01,SVC047,Running Repair,Campaign,,,8,5,1,48.00,36.06,64.09,0,0,2,3
2025-12-01,SVC047,Running Repair,Diagnostics,,,3,0,0,48.00,36.02,64.04,1,0,0,2
2025-12-01,SVC047,Running Repair,Electrical,,,4,4,0,72.00,58.03,96.05,0,0,0,0
2025-12-01,SVC047,Running Repair,Maintenance,,,8,6,1,48.00,36.06,64.09,0,0,1,2
2025-12-01,SVC047,Running Repair,Mechanical,,,6,5,0,48.00,36.05,64.07,1,0,0,0
2025-12-01,SVC047,Warranty Repair,Body Repair,,,8,4,1,96.00,80.06,122.09,2,0,0,2
2025-12-01,SVC047,Warranty Repair,Campaign,,,6,4,1,48.00,36.05,64.07,0,0,1,2
2025-12-01,SVC047,Warranty Repair,Diagnostics,,,4,2,0,48.00,36.03,64.05,1,0,0,1
2025-12-01,SVC047,Warranty Repair,Electrical,,,8,4,1,72.00,58.06,96.09,1,1,0,3
2025-12-01,SVC047,Warranty Repair,Maintenance,,,6,4,0,48.00,36.05,64.07,1,0,0,1
2025-12-01,SVC047,Warranty Repair,Mechanical,,,4,3,0,48.00,36.03,64.05,0,0,0,1
2025-12-01,SVC048,Accident Repair,Body Repair,,,32,17,3,96.00,80.24,122.36,12,2,0,3
2025-12-01,SVC048,Inspection,Body Repair,,,7,4,1,96.00,80.05,122.08,2,0,1,1
2025-12-01,SVC048,Inspection,Campaign,,,3,3,0,48.00,36.02,64.03,0,0,0,0
2025-12-01,SVC048,Inspection,Diagnostics,,,8,4,1,48.00,36.06,64.09,3,0,1,1
2025-12-01,SVC048,Inspection,Electrical,,,7,5,1,72.00,58.05,96.08,2,1,0,0
2025-12-01,SVC048,Inspection,Maintenance,,,2,2,0,48.00,36.02,64.02,0,0,0,0
2025-12-01,SVC048,Inspection,Mechanical,,,4,2,0,48.00,36.03,64.05,1,0,0,1
2025-12-01,SVC048,Periodic Service,Body Repair,,,7,2,0,96.00,80.05,122.08,3,0,0,2
2025-12-01,SVC048,Periodic Service,Campaign,,,4,4,0,48.00,36.03,64.05,0,0,0,0
2025-12-01,SVC048,Periodic Service,Diagnostics,,,4,3,0,48.00,36.03,64.05,1,0,0,0
2025-12-01,SVC048,Periodic Service,Electrical,,,3,2,0,72.00,58.02,96.03,0,0,0,1
2025-12-01,SVC048,Periodic Service,Maintenance,,,4,3,0,48.00,36.03,64.05,0,0,0,1
2025-12-01,SVC048,Periodic Service,Mechanical,,,9,3,1,48.00,36.07,64.10,4,1,2,2
2025-12-01,SVC048,Recall Campaign,Campaign,,,37,22,3,48.00,36.28,64.42,10,2,4,5
2025-12-01,SVC048,Running Repair,Body Repair,,,3,2,0,96.00,80.02,122.03,0,0,0,1
2025-12-01,SVC048,Running Repair,Campaign,,,4,2,0,48.00,36.03,64.05,0,0,0,2
2025-12-01,SVC048,Running Repair,Diagnostics,,,3,3,0,48.00,36.02,64.03,0,0,0,0
2025-12-01,SVC048,Running Repair,Electrical,,,2,2,0,72.00,58.02,96.02,0,0,0,0
2025-12-01,SVC048,Running Repair,Maintenance,,,8,6,1,48.00,36.06,64.09,2,0,0,0
2025-12-01,SVC048,Running Repair,Mechanical,,,5,2,0,48.00,36.04,64.06,0,0,0,3
2025-12-01,SVC048,Warranty Repair,Body Repair,,,6,4,1,96.00,80.05,122.07,1,0,0,1
2025-12-01,SVC048,Warranty Repair,Campaign,,,7,2,1,48.00,36.05,64.08,1,0,0,4
2025-12-01,SVC048,Warranty Repair,Diagnostics,,,4,1,1,48.00,36.03,64.05,3,0,2,0
2025-12-01,SVC048,Warranty Repair,Electrical,,,6,3,1,72.00,58.05,96.07,1,1,1,2
2025-12-01,SVC048,Warranty Repair,Maintenance,,,5,3,0,48.00,36.04,64.06,1,0,0,1
2025-12-01,SVC048,Warranty Repair,Mechanical,,,1,0,0,48.00,36.01,64.01,0,0,0,1
2025-12-01,SVC049,Accident Repair,Body Repair,,,31,16,4,96.00,80.36,122.53,12,2,3,3
2025-12-01,SVC049,Inspection,Body Repair,,,3,3,0,96.00,80.03,122.05,0,0,0,0
2025-12-01,SVC049,Inspection,Campaign,,,4,2,0,48.00,36.05,64.07,2,0,0,0
2025-12-01,SVC049,Inspection,Diagnostics,,,2,1,0,48.00,36.02,64.03,0,0,0,1
2025-12-01,SVC049,Inspection,Electrical,,,1,0,0,72.00,58.01,96.02,1,0,0,0
2025-12-01,SVC049,Inspection,Maintenance,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-12-01,SVC049,Inspection,Mechanical,,,3,2,0,48.00,36.03,64.05,0,0,0,1
2025-12-01,SVC049,Periodic Service,Body Repair,,,4,3,0,96.00,80.05,122.07,0,0,0,1
2025-12-01,SVC049,Periodic Service,Campaign,,,6,4,0,48.00,36.07,64.10,2,0,0,0
2025-12-01,SVC049,Periodic Service,Diagnostics,,,4,2,0,48.00,36.05,64.07,0,0,1,2
2025-12-01,SVC049,Periodic Service,Electrical,,,2,1,0,72.00,58.02,96.03,0,0,0,1
2025-12-01,SVC049,Periodic Service,Maintenance,,,4,4,0,48.00,36.05,64.07,0,0,0,0
2025-12-01,SVC049,Periodic Service,Mechanical,,,7,4,0,48.00,36.08,64.12,3,0,0,0
2025-12-01,SVC049,Recall Campaign,Campaign,,,20,13,2,48.00,36.23,64.34,4,1,3,3
2025-12-01,SVC049,Running Repair,Body Repair,,,5,2,1,96.00,80.06,122.09,2,0,1,1
2025-12-01,SVC049,Running Repair,Campaign,,,3,2,0,48.00,36.03,64.05,0,0,0,1
2025-12-01,SVC049,Running Repair,Diagnostics,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-12-01,SVC049,Running Repair,Electrical,,,3,3,0,72.00,58.03,96.05,0,0,0,0
2025-12-01,SVC049,Running Repair,Maintenance,,,4,3,1,48.00,36.05,64.07,1,0,1,0
2025-12-01,SVC049,Running Repair,Mechanical,,,4,2,0,48.00,36.05,64.07,1,0,0,1
2025-12-01,SVC049,Warranty Repair,Body Repair,,,8,4,1,96.00,80.09,122.14,2,0,0,2
2025-12-01,SVC049,Warranty Repair,Campaign,,,3,1,0,48.00,36.03,64.05,2,0,0,0
2025-12-01,SVC049,Warranty Repair,Diagnostics,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-12-01,SVC049,Warranty Repair,Electrical,,,5,2,1,72.00,58.06,96.09,0,1,0,3
2025-12-01,SVC049,Warranty Repair,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC049,Warranty Repair,Mechanical,,,5,3,0,48.00,36.06,64.09,1,0,0,1
2025-12-01,SVC050,Accident Repair,Body Repair,,,17,14,2,96.00,80.19,122.28,0,1,0,3
2025-12-01,SVC050,Inspection,Body Repair,,,2,1,0,96.00,80.02,122.03,0,0,0,1
2025-12-01,SVC050,Inspection,Campaign,,,3,2,0,48.00,36.03,64.05,1,0,0,0
2025-12-01,SVC050,Inspection,Diagnostics,,,6,6,1,48.00,36.07,64.10,0,0,1,0
2025-12-01,SVC050,Inspection,Electrical,,,3,3,0,72.00,58.03,96.05,0,0,0,0
2025-12-01,SVC050,Inspection,Maintenance,,,3,3,0,48.00,36.03,64.05,0,0,0,0
2025-12-01,SVC050,Inspection,Mechanical,,,3,2,0,48.00,36.03,64.05,0,0,0,1
2025-12-01,SVC050,Periodic Service,Body Repair,,,5,3,0,96.00,80.06,122.08,1,0,0,1
2025-12-01,SVC050,Periodic Service,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-12-01,SVC050,Periodic Service,Diagnostics,,,8,7,0,48.00,36.09,64.13,1,0,0,0
2025-12-01,SVC050,Periodic Service,Electrical,,,2,2,0,72.00,58.02,96.03,0,0,0,0
2025-12-01,SVC050,Periodic Service,Maintenance,,,6,3,0,48.00,36.07,64.10,1,0,0,2
2025-12-01,SVC050,Periodic Service,Mechanical,,,3,2,0,48.00,36.03,64.05,0,0,0,1
2025-12-01,SVC050,Recall Campaign,Campaign,,,14,8,1,48.00,36.16,64.23,3,1,1,3
2025-12-01,SVC050,Running Repair,Body Repair,,,3,0,0,96.00,80.03,122.05,1,0,0,2
2025-12-01,SVC050,Running Repair,Campaign,,,4,3,0,48.00,36.04,64.07,1,0,0,0
2025-12-01,SVC050,Running Repair,Diagnostics,,,5,2,0,48.00,36.06,64.08,1,0,0,2
2025-12-01,SVC050,Running Repair,Electrical,,,4,3,1,72.00,58.04,96.07,0,0,1,1
2025-12-01,SVC050,Running Repair,Maintenance,,,4,4,0,48.00,36.04,64.07,0,0,0,0
2025-12-01,SVC050,Running Repair,Mechanical,,,3,3,0,48.00,36.03,64.05,0,0,0,0
2025-12-01,SVC050,Warranty Repair,Body Repair,,,2,2,0,96.00,80.02,122.03,0,0,0,0
2025-12-01,SVC050,Warranty Repair,Campaign,,,6,6,0,48.00,36.07,64.10,0,0,0,0
2025-12-01,SVC050,Warranty Repair,Diagnostics,,,6,3,0,48.00,36.07,64.10,2,0,0,1
2025-12-01,SVC050,Warranty Repair,Electrical,,,4,2,1,72.00,58.04,96.07,1,0,1,1
2025-12-01,SVC050,Warranty Repair,Maintenance,,,5,3,0,48.00,36.06,64.08,0,0,0,2
2025-12-01,SVC050,Warranty Repair,Mechanical,,,5,3,0,48.00,36.06,64.08,0,0,0,2
2025-12-01,SVC051,Accident Repair,Body Repair,,,28,16,3,96.00,80.30,122.45,6,2,2,6
2025-12-01,SVC051,Inspection,Campaign,,,8,6,1,48.00,36.09,64.13,1,0,1,1
2025-12-01,SVC051,Inspection,Diagnostics,,,2,1,0,48.00,36.02,64.03,0,0,0,1
2025-12-01,SVC051,Inspection,Electrical,,,4,3,0,72.00,58.04,96.06,1,0,0,0
2025-12-01,SVC051,Inspection,Maintenance,,,4,4,0,48.00,36.04,64.06,0,0,0,0
2025-12-01,SVC051,Inspection,Mechanical,,,4,2,0,48.00,36.04,64.06,1,0,1,1
2025-12-01,SVC051,Periodic Service,Body Repair,,,6,4,1,96.00,80.06,122.10,1,0,1,1
2025-12-01,SVC051,Periodic Service,Campaign,,,7,4,1,48.00,36.08,64.11,1,0,3,2
2025-12-01,SVC051,Periodic Service,Electrical,,,4,3,0,72.00,58.04,96.06,0,0,0,1
2025-12-01,SVC051,Periodic Service,Maintenance,,,6,2,0,48.00,36.06,64.10,3,0,0,1
2025-12-01,SVC051,Periodic Service,Mechanical,,,5,4,0,48.00,36.05,64.08,0,0,0,1
