service_order_id,order_date,month,service_center_id,model_id,variant_id,service_type,job_category,service_channel,status,warranty_flag,repeat_repair_flag,campaign_flag,appointment_flag,promised_delivery_date,completed_date,labor_hours,bay_hours
SO0047843,2025-12-09,2025-12-01,SVC054,MDL009,VAR051,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2025-12-10,2025-12-10,3.6,2.5
SO0047844,2025-12-21,2025-12-01,SVC054,MDL009,VAR052,Warranty Repair,Mechanical,Fleet,Completed,true,false,false,true,2025-12-22,2025-12-21,7.9,5.9
SO0047845,2025-12-05,2025-12-01,SVC054,MDL009,VAR053,Recall Campaign,Campaign,Appointment,Cancelled,false,false,true,false,2025-12-06,,3.6,3.2
SO0047846,2025-12-10,2025-12-01,SVC054,MDL009,VAR054,Periodic Service,Body Repair,Walk-in,Completed,true,false,false,false,2025-12-11,2025-12-10,2.8,2.0
SO0047847,2025-12-09,2025-12-01,SVC054,MDL010,VAR055,Inspection,Mechanical,Fleet,Cancelled,false,false,false,true,2025-12-10,,3.1,2.5
SO0047848,2025-12-15,2025-12-01,SVC054,MDL010,VAR056,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2025-12-16,2025-12-15,5.0,3.3
SO0047849,2025-12-19,2025-12-01,SVC054,MDL010,VAR057,Inspection,Mechanical,Pickup-Drop,Completed,false,false,false,true,2025-12-20,2025-12-19,6.2,4.9
SO0047850,2025-12-28,2025-12-01,SVC054,MDL010,VAR058,Inspection,Campaign,Appointment,Completed,false,false,false,true,2025-12-29,2025-12-30,4.8,3.2
SO0047851,2025-12-03,2025-12-01,SVC054,MDL010,VAR059,Running Repair,Electrical,Appointment,Completed,false,false,false,true,2025-12-04,2025-12-04,4.7,3.6
SO0047852,2025-12-15,2025-12-01,SVC054,MDL010,VAR060,Recall Campaign,Campaign,Appointment,Completed,false,false,true,false,2025-12-16,2025-12-15,7.6,6.7
SO0047853,2025-12-01,2025-12-01,SVC054,MDL011,VAR061,Running Repair,Campaign,Pickup-Drop,Open,false,false,false,true,2025-12-02,,2.3,2.0
SO0047854,2025-12-22,2025-12-01,SVC054,MDL011,VAR062,Accident Repair,Body Repair,Pickup-Drop,Completed,false,true,false,true,2025-12-27,2025-12-31,17.8,12.3
SO0047855,2025-12-08,2025-12-01,SVC054,MDL011,VAR063,Warranty Repair,Diagnostics,Pickup-Drop,Completed,true,false,false,false,2025-12-09,2025-12-08,7.9,5.9
SO0047856,2025-12-02,2025-12-01,SVC054,MDL011,VAR064,Warranty Repair,Maintenance,Fleet,Cancelled,true,false,false,true,2025-12-03,,3.4,2.9
SO0047857,2025-12-09,2025-12-01,SVC054,MDL011,VAR065,Warranty Repair,Campaign,Pickup-Drop,Completed,true,false,false,false,2025-12-10,2025-12-09,5.5,3.8
SO0047858,2025-12-27,2025-12-01,SVC054,MDL011,VAR066,Warranty Repair,Campaign,Appointment,Completed,true,false,false,true,2025-12-28,2025-12-27,3.1,2.5
SO0047859,2025-12-20,2025-12-01,SVC054,MDL012,VAR067,Inspection,Body Repair,Appointment,Cancelled,false,false,false,true,2025-12-21,,3.5,3.1
SO0047860,2025-12-08,2025-12-01,SVC054,MDL012,VAR068,Recall Campaign,Campaign,Walk-in,Open,false,false,true,false,2025-12-09,,3.8,2.7
SO0047861,2025-12-11,2025-12-01,SVC054,MDL012,VAR069,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2025-12-12,2025-12-12,3.2,2.5
SO0047862,2025-12-24,2025-12-01,SVC054,MDL012,VAR070,Running Repair,Mechanical,Fleet,Completed,false,false,false,true,2025-12-25,2025-12-26,5.1,3.4
SO0047863,2025-12-06,2025-12-01,SVC054,MDL012,VAR071,Periodic Service,Mechanical,Appointment,Completed,false,true,false,true,2025-12-07,2025-12-07,1.9,1.7
SO0047864,2025-12-21,2025-12-01,SVC054,MDL012,VAR072,Periodic Service,Diagnostics,Walk-in,Open,true,false,false,true,2025-12-22,,1.7,1.3
SO0047865,2025-12-18,2025-12-01,SVC054,MDL001,VAR001,Accident Repair,Body Repair,Walk-in,Cancelled,false,false,false,true,2025-12-23,,10.4,7.0
SO0047866,2025-12-11,2025-12-01,SVC054,MDL001,VAR002,Warranty Repair,Mechanical,Appointment,Completed,true,false,false,true,2025-12-12,2025-12-12,3.1,2.1
SO0047867,2025-12-16,2025-12-01,SVC054,MDL001,VAR003,Warranty Repair,Diagnostics,Pickup-Drop,Open,true,false,false,true,2025-12-17,,3.2,2.5
SO0047868,2025-12-05,2025-12-01,SVC054,MDL001,VAR004,Recall Campaign,Campaign,Fleet,Cancelled,false,false,true,true,2025-12-06,,3.5,3.1
SO0047869,2025-12-14,2025-12-01,SVC054,MDL001,VAR005,Periodic Service,Maintenance,Pickup-Drop,Completed,false,true,false,false,2025-12-15,2025-12-14,1.9,1.4
SO0047870,2025-12-09,2025-12-01,SVC054,MDL001,VAR006,Inspection,Maintenance,Pickup-Drop,Completed,false,false,false,true,2025-12-10,2025-12-10,6.9,5.2
SO0047871,2025-12-07,2025-12-01,SVC054,MDL002,VAR007,Inspection,Mechanical,Pickup-Drop,Cancelled,true,false,false,false,2025-12-08,,2.7,2.0
SO0047872,2025-12-08,2025-12-01,SVC054,MDL002,VAR008,Running Repair,Electrical,Fleet,Completed,false,false,false,false,2025-12-09,2025-12-09,4.6,3.5
SO0047873,2025-12-23,2025-12-01,SVC054,MDL002,VAR009,Running Repair,Body Repair,Appointment,Open,false,false,false,false,2025-12-24,,5.6,3.8
SO0047874,2025-12-23,2025-12-01,SVC054,MDL002,VAR010,Inspection,Diagnostics,Walk-in,Completed,false,false,false,false,2025-12-24,2025-12-25,5.0,3.9
SO0047875,2025-12-15,2025-12-01,SVC054,MDL002,VAR011,Periodic Service,Electrical,Walk-in,Completed,false,false,false,true,2025-12-16,2025-12-16,1.3,1.1
SO0047876,2025-12-04,2025-12-01,SVC054,MDL002,VAR012,Running Repair,Diagnostics,Appointment,Completed,false,false,false,true,2025-12-05,2025-12-06,7.8,6.1
SO0047877,2025-12-16,2025-12-01,SVC054,MDL003,VAR013,Periodic Service,Mechanical,Appointment,Open,false,true,false,true,2025-12-17,,1.6,1.1
SO0047878,2025-12-13,2025-12-01,SVC054,MDL003,VAR014,Periodic Service,Electrical,Pickup-Drop,Completed,false,false,false,false,2025-12-14,2025-12-15,3.1,2.5
SO0047879,2025-12-10,2025-12-01,SVC054,MDL003,VAR015,Running Repair,Campaign,Fleet,Completed,false,false,false,true,2025-12-11,2025-12-10,5.8,4.0
SO0047880,2025-12-25,2025-12-01,SVC054,MDL003,VAR016,Running Repair,Body Repair,Appointment,Completed,false,false,false,false,2025-12-26,2025-12-26,7.7,6.5
SO0047881,2025-12-28,2025-12-01,SVC054,MDL003,VAR017,Inspection,Diagnostics,Appointment,Open,false,false,false,false,2025-12-29,,7.2,5.8
SO0047882,2025-12-21,2025-12-01,SVC054,MDL003,VAR018,Periodic Service,Campaign,Appointment,Completed,false,false,false,true,2025-12-22,2025-12-21,1.6,1.1
SO0047883,2025-12-09,2025-12-01,SVC054,MDL004,VAR019,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2025-12-10,2025-12-11,3.4,2.7
SO0047884,2025-12-08,2025-12-01,SVC054,MDL004,VAR020,Inspection,Electrical,Pickup-Drop,Completed,false,false,false,true,2025-12-09,2025-12-10,3.9,3.2
SO0047885,2025-12-11,2025-12-01,SVC054,MDL004,VAR021,Running Repair,Campaign,Walk-in,Open,false,false,false,true,2025-12-12,,4.5,3.2
SO0047886,2025-12-28,2025-12-01,SVC054,MDL004,VAR022,Inspection,Mechanical,Pickup-Drop,Open,false,false,false,true,2025-12-29,,7.3,4.9
SO0047887,2025-12-31,2025-12-01,SVC054,MDL004,VAR023,Periodic Service,Campaign,Fleet,Open,true,false,false,false,2026-01-01,,1.5,1.1
SO0047888,2025-12-04,2025-12-01,SVC054,MDL004,VAR024,Recall Campaign,Campaign,Fleet,Cancelled,false,false,true,true,2025-12-05,,5.7,3.9
SO0047889,2025-12-10,2025-12-01,SVC054,MDL005,VAR025,Recall Campaign,Campaign,Appointment,Completed,true,false,true,true,2025-12-11,2025-12-11,4.5,3.0
SO0047890,2025-12-20,2025-12-01,SVC054,MDL005,VAR026,Periodic Service,Mechanical,Pickup-Drop,Cancelled,true,false,false,true,2025-12-21,,2.4,2.0
SO0047891,2025-12-23,2025-12-01,SVC054,MDL005,VAR027,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,false,2025-12-28,2025-12-30,20.4,15.1
SO0047892,2025-12-01,2025-12-01,SVC054,MDL005,VAR028,Running Repair,Electrical,Walk-in,Completed,true,false,false,true,2025-12-02,2025-12-02,6.5,5.1
SO0047893,2025-12-14,2025-12-01,SVC054,MDL005,VAR029,Periodic Service,Mechanical,Appointment,Completed,false,false,false,true,2025-12-15,2025-12-15,3.0,2.1
SO0047894,2025-12-22,2025-12-01,SVC054,MDL005,VAR030,Warranty Repair,Mechanical,Walk-in,Completed,true,false,false,false,2025-12-23,2025-12-23,7.1,6.3
SO0047895,2025-12-25,2025-12-01,SVC054,MDL006,VAR031,Inspection,Maintenance,Fleet,Open,true,false,false,true,2025-12-26,,7.7,5.2
SO0047896,2025-12-31,2025-12-01,SVC054,MDL006,VAR032,Recall Campaign,Campaign,Appointment,Completed,false,true,true,false,2026-01-01,2025-12-31,3.2,2.7
SO0047897,2025-12-21,2025-12-01,SVC054,MDL006,VAR033,Inspection,Campaign,Fleet,Completed,false,false,false,true,2025-12-22,2025-12-22,4.9,3.9
SO0047898,2025-12-24,2025-12-01,SVC054,MDL006,VAR034,Inspection,Maintenance,Walk-in,Cancelled,false,false,false,true,2025-12-25,,4.8,3.8
SO0047899,2025-12-12,2025-12-01,SVC054,MDL006,VAR035,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2025-12-13,2025-12-14,2.8,2.0
SO0047900,2025-12-20,2025-12-01,SVC054,MDL006,VAR036,Periodic Service,Campaign,Appointment,Completed,false,false,false,false,2025-12-21,2025-12-22,1.6,1.3
SO0047901,2025-12-07,2025-12-01,SVC054,MDL007,VAR037,Warranty Repair,Mechanical,Fleet,Open,true,false,false,false,2025-12-08,,4.9,3.3
SO0047902,2025-12-17,2025-12-01,SVC054,MDL007,VAR038,Warranty Repair,Mechanical,Walk-in,Cancelled,true,false,false,true,2025-12-18,,3.6,2.4
SO0047903,2025-12-05,2025-12-01,SVC054,MDL007,VAR039,Accident Repair,Body Repair,Walk-in,Cancelled,false,false,false,true,2025-12-10,,15.1,10.8
SO0047904,2025-12-27,2025-12-01,SVC054,MDL007,VAR040,Recall Campaign,Campaign,Pickup-Drop,Cancelled,false,false,true,true,2025-12-28,,2.7,2.0
SO0047905,2025-12-13,2025-12-01,SVC054,MDL007,VAR041,Periodic Service,Campaign,Fleet,Completed,false,false,false,false,2025-12-14,2025-12-14,1.6,1.2
SO0047906,2025-12-16,2025-12-01,SVC054,MDL007,VAR042,Inspection,Diagnostics,Fleet,Cancelled,false,false,false,true,2025-12-17,,6.6,5.4
SO0047907,2025-12-23,2025-12-01,SVC054,MDL008,VAR043,Running Repair,Electrical,Pickup-Drop,Completed,false,false,false,true,2025-12-24,2025-12-23,6.9,5.7
SO0047908,2025-12-17,2025-12-01,SVC054,MDL008,VAR044,Warranty Repair,Campaign,Fleet,Completed,true,false,false,true,2025-12-18,2025-12-18,5.0,4.5
SO0047909,2025-12-27,2025-12-01,SVC054,MDL008,VAR045,Warranty Repair,Mechanical,Pickup-Drop,Open,true,false,false,true,2025-12-28,,5.6,4.6
SO0047910,2025-12-22,2025-12-01,SVC054,MDL008,VAR046,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2025-12-27,2025-12-27,19.4,14.0
SO0047911,2025-12-27,2025-12-01,SVC054,MDL008,VAR047,Running Repair,Diagnostics,Walk-in,Open,true,false,false,true,2025-12-28,,4.8,3.8
SO0047912,2025-12-20,2025-12-01,SVC054,MDL008,VAR048,Running Repair,Mechanical,Fleet,Completed,true,false,false,false,2025-12-21,2025-12-20,4.8,3.9
SO0047913,2025-12-01,2025-12-01,SVC054,MDL009,VAR049,Running Repair,Mechanical,Fleet,Completed,false,true,false,false,2025-12-02,2025-12-02,4.7,3.2
SO0047914,2025-12-13,2025-12-01,SVC054,MDL009,VAR050,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2025-12-14,2025-12-14,5.6,3.8
SO0047915,2025-12-10,2025-12-01,SVC054,MDL009,VAR051,Recall Campaign,Campaign,Appointment,Cancelled,true,false,true,true,2025-12-11,,2.3,1.8
SO0047916,2025-12-30,2025-12-01,SVC054,MDL009,VAR052,Warranty Repair,Mechanical,Fleet,Cancelled,true,false,false,false,2025-12-31,,2.9,2.5
SO0047917,2025-12-16,2025-12-01,SVC054,MDL009,VAR053,Accident Repair,Body Repair,Appointment,Cancelled,false,false,false,false,2025-12-21,,9.5,7.5
SO0047918,2025-12-26,2025-12-01,SVC054,MDL009,VAR054,Running Repair,Electrical,Fleet,Cancelled,false,false,false,false,2025-12-27,,7.2,5.5
SO0047919,2025-12-31,2025-12-01,SVC054,MDL010,VAR055,Periodic Service,Maintenance,Pickup-Drop,Completed,false,false,false,true,2026-01-01,2025-12-31,2.2,1.9
SO0047920,2025-12-29,2025-12-01,SVC054,MDL010,VAR056,Inspection,Maintenance,Walk-in,Open,false,true,false,false,2025-12-30,,6.1,5.4
SO0047921,2025-12-18,2025-12-01,SVC054,MDL010,VAR057,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,false,2025-12-23,2025-12-24,18.4,15.3
SO0047922,2025-12-07,2025-12-01,SVC054,MDL010,VAR058,Warranty Repair,Body Repair,Walk-in,Completed,true,false,false,true,2025-12-08,2025-12-07,3.0,2.6
SO0047923,2025-12-14,2025-12-01,SVC054,MDL010,VAR059,Inspection,Maintenance,Appointment,Completed,false,false,false,false,2025-12-15,2025-12-15,6.9,5.9
SO0047924,2025-12-07,2025-12-01,SVC054,MDL010,VAR060,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2025-12-08,2025-12-08,6.0,4.9
SO0047925,2025-12-08,2025-12-01,SVC054,MDL011,VAR061,Periodic Service,Diagnostics,Pickup-Drop,Completed,true,false,false,true,2025-12-09,2025-12-09,1.3,1.1
SO0047926,2025-12-07,2025-12-01,SVC054,MDL011,VAR062,Warranty Repair,Maintenance,Walk-in,Completed,true,false,false,true,2025-12-08,2025-12-08,2.0,1.5
SO0047927,2025-12-27,2025-12-01,SVC054,MDL011,VAR063,Warranty Repair,Mechanical,Pickup-Drop,Cancelled,true,false,false,false,2025-12-28,,3.0,1.9
SO0047928,2025-12-05,2025-12-01,SVC054,MDL011,VAR064,Periodic Service,Mechanical,Walk-in,Completed,false,false,false,false,2025-12-06,2025-12-07,2.8,2.4
SO0047929,2025-12-08,2025-12-01,SVC054,MDL011,VAR065,Running Repair,Electrical,Appointment,Completed,false,false,false,true,2025-12-09,2025-12-09,7.6,5.6
SO0047930,2025-12-04,2025-12-01,SVC054,MDL011,VAR066,Recall Campaign,Campaign,Fleet,Completed,true,false,true,true,2025-12-05,2025-12-05,5.4,4.8
SO0047931,2026-01-05,2026-01-01,SVC054,MDL002,VAR012,Running Repair,Body Repair,Walk-in,Completed,false,true,false,false,2026-01-06,2026-01-07,2.1,1.9
SO0047932,2026-01-14,2026-01-01,SVC054,MDL003,VAR013,Periodic Service,Diagnostics,Fleet,Completed,true,false,false,false,2026-01-15,2026-01-14,1.7,1.6
SO0047933,2026-01-19,2026-01-01,SVC054,MDL003,VAR014,Warranty Repair,Body Repair,Walk-in,Completed,true,true,false,true,2026-01-20,2026-01-20,4.4,3.2
SO0047934,2026-01-27,2026-01-01,SVC054,MDL003,VAR015,Warranty Repair,Body Repair,Appointment,Completed,true,false,false,true,2026-01-28,2026-01-28,6.4,5.6
SO0047935,2026-01-19,2026-01-01,SVC054,MDL003,VAR016,Accident Repair,Body Repair,Appointment,Completed,false,false,false,true,2026-01-24,2026-01-25,8.8,6.7
SO0047936,2026-01-16,2026-01-01,SVC054,MDL003,VAR017,Warranty Repair,Diagnostics,Walk-in,Completed,true,false,false,true,2026-01-17,2026-01-18,3.0,2.1
SO0047937,2026-01-17,2026-01-01,SVC054,MDL003,VAR018,Periodic Service,Maintenance,Fleet,Cancelled,false,false,false,false,2026-01-18,,1.5,1.3
SO0047938,2026-01-24,2026-01-01,SVC054,MDL004,VAR019,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,false,2026-01-25,2026-01-25,4.7,3.6
SO0047939,2026-01-15,2026-01-01,SVC054,MDL004,VAR020,Warranty Repair,Diagnostics,Appointment,Cancelled,true,false,false,false,2026-01-16,,2.3,1.8
SO0047940,2026-01-19,2026-01-01,SVC054,MDL004,VAR021,Recall Campaign,Campaign,Appointment,Open,false,false,true,false,2026-01-20,,4.3,3.8
SO0047941,2026-01-01,2026-01-01,SVC054,MDL004,VAR022,Accident Repair,Body Repair,Appointment,Completed,true,false,false,true,2026-01-06,2026-01-10,19.7,15.6
SO0047942,2026-01-10,2026-01-01,SVC054,MDL004,VAR023,Running Repair,Mechanical,Appointment,Completed,false,false,false,false,2026-01-11,2026-01-11,3.8,2.7
SO0047943,2026-01-08,2026-01-01,SVC054,MDL004,VAR024,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-01-09,2026-01-09,5.3,3.8
SO0047944,2026-01-03,2026-01-01,SVC054,MDL005,VAR025,Warranty Repair,Campaign,Appointment,Cancelled,true,false,false,true,2026-01-04,,5.6,3.9
SO0047945,2026-01-20,2026-01-01,SVC054,MDL005,VAR026,Warranty Repair,Campaign,Appointment,Completed,true,false,false,true,2026-01-21,2026-01-20,5.1,4.3
SO0047946,2026-01-29,2026-01-01,SVC054,MDL005,VAR027,Running Repair,Mechanical,Pickup-Drop,Completed,false,false,false,true,2026-01-30,2026-01-31,4.2,3.1
SO0047947,2026-01-14,2026-01-01,SVC054,MDL005,VAR028,Running Repair,Mechanical,Fleet,Open,false,false,false,false,2026-01-15,,2.3,1.5
SO0047948,2026-01-23,2026-01-01,SVC054,MDL005,VAR029,Running Repair,Diagnostics,Pickup-Drop,Completed,false,false,false,false,2026-01-24,2026-01-23,3.6,2.5
SO0047949,2026-01-30,2026-01-01,SVC054,MDL005,VAR030,Warranty Repair,Maintenance,Appointment,Completed,true,false,false,false,2026-01-31,2026-01-31,5.7,4.8
SO0047950,2026-01-19,2026-01-01,SVC054,MDL006,VAR031,Accident Repair,Body Repair,Walk-in,Open,true,false,false,true,2026-01-24,,9.6,8.6
SO0047951,2026-01-16,2026-01-01,SVC054,MDL006,VAR032,Recall Campaign,Campaign,Walk-in,Open,true,false,true,true,2026-01-17,,4.4,3.7
SO0047952,2026-01-03,2026-01-01,SVC054,MDL006,VAR033,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-01-04,2026-01-04,7.4,6.0
SO0047953,2026-01-10,2026-01-01,SVC054,MDL006,VAR034,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,false,2026-01-11,2026-01-11,4.1,3.7
SO0047954,2026-01-15,2026-01-01,SVC054,MDL006,VAR035,Running Repair,Mechanical,Pickup-Drop,Open,false,false,false,true,2026-01-16,,2.8,2.4
SO0047955,2026-01-14,2026-01-01,SVC054,MDL006,VAR036,Periodic Service,Campaign,Appointment,Completed,false,false,false,true,2026-01-15,2026-01-15,2.8,1.9
SO0047956,2026-01-28,2026-01-01,SVC054,MDL007,VAR037,Warranty Repair,Maintenance,Walk-in,Completed,true,false,false,true,2026-01-29,2026-01-30,7.1,5.5
SO0047957,2026-01-14,2026-01-01,SVC054,MDL007,VAR038,Running Repair,Mechanical,Fleet,Cancelled,false,true,false,true,2026-01-15,,3.0,2.2
SO0047958,2026-01-30,2026-01-01,SVC054,MDL007,VAR039,Warranty Repair,Maintenance,Appointment,Cancelled,true,false,false,true,2026-01-31,,6.9,5.6
SO0047959,2026-01-09,2026-01-01,SVC054,MDL007,VAR040,Recall Campaign,Campaign,Appointment,Cancelled,false,false,true,false,2026-01-10,,7.6,5.0
SO0047960,2026-01-19,2026-01-01,SVC054,MDL007,VAR041,Periodic Service,Mechanical,Walk-in,Cancelled,false,false,false,false,2026-01-20,,3.0,2.6
SO0047961,2026-01-29,2026-01-01,SVC054,MDL007,VAR042,Periodic Service,Maintenance,Appointment,Completed,false,false,false,false,2026-01-30,2026-01-31,1.6,1.1
SO0047962,2026-01-22,2026-01-01,SVC054,MDL008,VAR043,Inspection,Campaign,Appointment,Cancelled,false,false,false,false,2026-01-23,,2.6,2.1
SO0047963,2026-01-09,2026-01-01,SVC054,MDL008,VAR044,Warranty Repair,Electrical,Fleet,Completed,true,false,false,true,2026-01-10,2026-01-09,5.7,4.4
SO0047964,2026-01-03,2026-01-01,SVC054,MDL008,VAR045,Accident Repair,Body Repair,Fleet,Completed,false,false,false,false,2026-01-08,2026-01-12,22.2,17.1
SO0047965,2026-01-12,2026-01-01,SVC054,MDL008,VAR046,Periodic Service,Diagnostics,Appointment,Completed,false,false,false,true,2026-01-13,2026-01-13,1.8,1.2
SO0047966,2026-01-30,2026-01-01,SVC054,MDL008,VAR047,Recall Campaign,Campaign,Fleet,Completed,false,false,true,false,2026-01-31,2026-01-31,2.8,2.4
SO0047967,2026-01-25,2026-01-01,SVC054,MDL008,VAR048,Warranty Repair,Body Repair,Appointment,Completed,true,false,false,true,2026-01-26,2026-01-26,3.3,2.4
SO0047968,2026-01-13,2026-01-01,SVC054,MDL009,VAR049,Inspection,Electrical,Walk-in,Completed,false,false,false,true,2026-01-14,2026-01-15,4.2,3.3
SO0047969,2026-01-08,2026-01-01,SVC054,MDL009,VAR050,Inspection,Maintenance,Appointment,Cancelled,false,false,false,true,2026-01-09,,3.7,3.1
SO0047970,2026-01-04,2026-01-01,SVC054,MDL009,VAR051,Warranty Repair,Electrical,Walk-in,Cancelled,true,false,false,true,2026-01-05,,7.9,5.8
SO0047971,2026-01-06,2026-01-01,SVC054,MDL009,VAR052,Periodic Service,Electrical,Appointment,Completed,false,false,false,true,2026-01-07,2026-01-06,1.4,1.0
SO0047972,2026-01-13,2026-01-01,SVC054,MDL009,VAR053,Inspection,Diagnostics,Pickup-Drop,Completed,false,false,false,false,2026-01-14,2026-01-13,4.9,4.0
SO0047973,2026-01-29,2026-01-01,SVC054,MDL009,VAR054,Recall Campaign,Campaign,Appointment,Open,false,false,true,true,2026-01-30,,6.7,5.2
SO0047974,2026-01-17,2026-01-01,SVC054,MDL010,VAR055,Inspection,Electrical,Fleet,Completed,false,false,false,true,2026-01-18,2026-01-18,7.2,5.3
SO0047975,2026-01-27,2026-01-01,SVC054,MDL010,VAR056,Warranty Repair,Diagnostics,Walk-in,Completed,true,false,false,true,2026-01-28,2026-01-27,6.0,4.4
SO0047976,2026-01-17,2026-01-01,SVC054,MDL010,VAR057,Accident Repair,Body Repair,Fleet,Open,false,false,false,true,2026-01-22,,19.4,16.8
SO0047977,2026-01-30,2026-01-01,SVC054,MDL010,VAR058,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,false,2026-01-31,2026-01-30,7.2,5.9
SO0047978,2026-01-24,2026-01-01,SVC054,MDL010,VAR059,Inspection,Campaign,Pickup-Drop,Open,false,false,false,true,2026-01-25,,7.5,5.0
SO0047979,2026-01-03,2026-01-01,SVC054,MDL010,VAR060,Running Repair,Diagnostics,Appointment,Open,false,false,false,true,2026-01-04,,5.2,4.2
SO0047980,2026-01-20,2026-01-01,SVC054,MDL011,VAR061,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2026-01-21,2026-01-20,2.8,2.0
SO0047981,2026-01-13,2026-01-01,SVC054,MDL011,VAR062,Inspection,Body Repair,Fleet,Cancelled,false,false,false,false,2026-01-14,,5.7,4.6
SO0047982,2026-01-29,2026-01-01,SVC054,MDL011,VAR063,Running Repair,Maintenance,Walk-in,Completed,false,false,false,true,2026-01-30,2026-01-30,3.5,3.1
SO0047983,2026-01-13,2026-01-01,SVC054,MDL011,VAR064,Accident Repair,Body Repair,Pickup-Drop,Open,true,false,false,true,2026-01-18,,17.5,13.5
SO0047984,2026-01-09,2026-01-01,SVC054,MDL011,VAR065,Accident Repair,Body Repair,Fleet,Completed,false,false,false,false,2026-01-14,2026-01-15,13.4,10.4
SO0047985,2026-01-24,2026-01-01,SVC054,MDL011,VAR066,Warranty Repair,Mechanical,Appointment,Completed,true,false,false,true,2026-01-25,2026-01-26,5.3,3.8
SO0047986,2026-01-15,2026-01-01,SVC054,MDL012,VAR067,Periodic Service,Campaign,Pickup-Drop,Completed,true,false,false,true,2026-01-16,2026-01-17,2.6,2.2
SO0047987,2026-01-26,2026-01-01,SVC054,MDL012,VAR068,Inspection,Maintenance,Walk-in,Completed,false,false,false,true,2026-01-27,2026-01-27,6.7,4.9
SO0047988,2026-01-19,2026-01-01,SVC054,MDL012,VAR069,Running Repair,Electrical,Appointment,Completed,true,false,false,true,2026-01-20,2026-01-21,7.1,5.3
SO0047989,2026-01-14,2026-01-01,SVC054,MDL012,VAR070,Inspection,Body Repair,Walk-in,Open,false,false,false,false,2026-01-15,,5.7,4.7
SO0047990,2026-01-10,2026-01-01,SVC054,MDL012,VAR071,Running Repair,Maintenance,Appointment,Completed,false,false,false,true,2026-01-11,2026-01-10,2.7,2.1
SO0047991,2026-01-07,2026-01-01,SVC054,MDL012,VAR072,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,false,2026-01-08,2026-01-09,2.1,1.6
SO0047992,2026-01-02,2026-01-01,SVC054,MDL001,VAR001,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-01-03,2026-01-04,6.0,4.3
SO0047993,2026-01-01,2026-01-01,SVC054,MDL001,VAR002,Periodic Service,Mechanical,Walk-in,Completed,false,false,false,true,2026-01-02,2026-01-02,1.4,0.9
SO0047994,2026-01-03,2026-01-01,SVC054,MDL001,VAR003,Accident Repair,Body Repair,Appointment,Completed,true,false,false,false,2026-01-08,2026-01-08,8.2,5.6
SO0047995,2026-01-20,2026-01-01,SVC054,MDL001,VAR004,Accident Repair,Body Repair,Fleet,Completed,false,false,false,true,2026-01-25,2026-01-24,12.5,8.6
SO0047996,2026-01-07,2026-01-01,SVC054,MDL001,VAR005,Accident Repair,Body Repair,Appointment,Completed,false,false,false,true,2026-01-12,2026-01-11,12.6,10.4
SO0047997,2026-01-17,2026-01-01,SVC054,MDL001,VAR006,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-01-18,2026-01-17,3.0,2.5
SO0047998,2026-01-15,2026-01-01,SVC054,MDL002,VAR007,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2026-01-16,2026-01-17,5.4,4.5
SO0047999,2026-01-10,2026-01-01,SVC054,MDL002,VAR008,Warranty Repair,Diagnostics,Fleet,Completed,true,false,false,false,2026-01-11,2026-01-12,3.2,2.4
SO0048000,2026-01-28,2026-01-01,SVC054,MDL002,VAR009,Warranty Repair,Electrical,Walk-in,Completed,true,false,false,false,2026-01-29,2026-01-30,7.8,5.7
SO0048001,2026-01-29,2026-01-01,SVC054,MDL002,VAR010,Inspection,Campaign,Walk-in,Completed,false,false,false,true,2026-01-30,2026-01-31,3.5,2.8
SO0048002,2026-01-04,2026-01-01,SVC054,MDL002,VAR011,Periodic Service,Electrical,Fleet,Open,false,false,false,false,2026-01-05,,3.0,2.6
SO0048003,2026-01-24,2026-01-01,SVC054,MDL002,VAR012,Inspection,Maintenance,Fleet,Completed,false,true,false,false,2026-01-25,2026-01-26,3.2,2.5
SO0048004,2026-01-04,2026-01-01,SVC054,MDL003,VAR013,Running Repair,Electrical,Appointment,Completed,false,false,false,true,2026-01-05,2026-01-05,3.5,2.3
